,_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,draft_pick_int,draft_round_int,draft_team_id,position_id,lifetime_profit,seasons_played,mean_season_profit,nind
4287,vujacsa01,"March 8, 1984","Maribor, Slovenia",1.3,39.0,36.7,85.8,581,11.5,5.3,1.9,16.0,48.7,,27th overall,1st round,Los Angeles Lakers,2004,6-7,,Sasha Vujacic,Point Guard and Shooting Guard,Right,195lb,27,1,6,14,23198304,9,2577589.3333333335,1975
4288,wadedw01,"January 17, 1982","Chicago, Illinois",5.4,48.0,29.3,76.5,1054,23.5,22.0,4.7,120.7,49.5,Marquette University,5th overall,1st round,Miami Heat,2003,6-4,"Richards in Oak Lawn, Illinois",Dwyane Wade,Point Guard and Shooting Guard,Right,220lb,5,1,18,14,204874756,16,12804672.25,1976
4290,wafervo01,"July 21, 1985","Homer, Louisiana",0.7,42.0,32.5,75.1,200,11.8,5.3,1.2,3.3,47.5,Florida State University,39th overall,2nd round,Los Angeles Lakers,2005,6-5,"Heritage Christian Academy in Cleveland, Texas",Von Wafer,Small Forward and Shooting Guard,Right,210lb,39,2,6,16,3060244,5,612048.8,1977
4292,wagneda02,"February 4, 1983","Camden, New Jersey",1.9,36.6,32.1,77.0,103,9.9,9.4,1.4,0.0,41.4,University of Memphis,6th overall,1st round,Cleveland Cavaliers,2002,6-2,"Camden in Camden, New Jersey",Dajuan Wagner,Shooting Guard,Right,200lb,6,1,35,4,8532023,4,2133005.75,1978
4294,wagnemi01,"February 20, 1963","Camden, New Jersey",1.4,42.2,29.6,87.5,53,10.6,4.1,0.7,0.4,44.1,University of Louisville,35th overall,2nd round,Dallas Mavericks,1986,6-5,"Camden in Camden, New Jersey",Milt Wagner,Shooting Guard,Right,185lb,35,2,12,4,78179,1,78179.0,1979
4297,waitedi01,"December 10, 1991","Philadelphia, Pennsylvania",2.8,41.2,34.7,69.2,409,12.0,13.2,2.7,8.7,46.8,Syracuse University,4th overall,1st round,Cleveland Cavaliers,2012,6-4,"Burlington Life Center Academy in Burlington, New Jersey",Dion Waiters,Shooting Guard,Right,215lb,4,1,35,4,32021497,6,5336916.166666667,1980
4298,waitegr01,"January 8, 1961","Columbus, Ohio",0.5,45.8,0.0,55.9,249,8.3,2.4,2.2,1.9,45.8,Ohio State University,39th overall,2nd round,Portland Trail Blazers,1983,6-11,"East in Columbus, Ohio",Granville Waiters,Center,Right,225lb,39,2,0,2,338776,3,112925.33333333333,1981
4302,walkean02,"August 12, 1976","Chicago, Illinois",3.5,41.4,32.5,63.3,893,16.0,17.5,7.7,38.1,46.1,University of Kentucky,6th overall,1st round,Boston Celtics,1996,6-8,"Mount Carmel in Chicago, Illinois",Antoine Walker,Power Forward,Right,224lb,6,1,19,0,112726289,13,8671253.0,1982
4305,walkeda01,"March 9, 1961","Chicago, Illinois",4.6,43.5,5.9,71.3,720,13.7,8.9,4.4,27.4,43.5,University of Arkansas,12th overall,1st round,New York Knicks,1983,6-4,"Corliss in Chicago, Illinois",Darrell Walker,Point Guard and Shooting Guard,Right,180lb,12,1,11,14,3497220,7,499602.85714285716,1983
4307,walkebi01,"October 9, 1987","Huntington, West Virginia",0.8,44.6,36.9,76.0,181,10.8,6.0,2.2,5.0,55.6,Kansas State University,47th overall,2nd round,Washington Wizards,2008,6-6,"North College Hill in Cincinnati, Ohio",Henry Walker,Small Forward and Shooting Guard,Right,220lb,47,2,51,16,2343652,4,585913.0,1984
4310,walkeke02,"May 8, 1990","The Bronx, New York",5.5,41.8,35.7,83.5,605,19.3,19.8,3.8,48.5,48.2,University of Connecticut,9th overall,1st round,Charlotte Bobcats,2011,6-1,"Rice in New York, New York",Kemba Walker,Point Guard,Right,184lb,9,1,20,3,48710662,7,6958666.0,1985
4311,walkeke01,"August 18, 1964","Roberta, Georgia",0.7,48.5,20.6,74.9,448,11.9,7.0,4.0,17.9,48.7,University of Kentucky,5th overall,1st round,New York Knicks,1986,6-8,"Crawford County in Roberta, Georgia",Kenny Walker,Power Forward and Small Forward,Right,210lb,5,1,11,10,2772759,5,554551.8,1986
4314,walkesa01,"February 25, 1976","Columbus, Ohio",0.6,46.2,11.1,63.0,445,12.7,5.3,4.7,14.2,46.2,University of Louisville,9th overall,1st round,Dallas Mavericks,1996,6-9,"Whitehall in Columbus, Ohio",Samaki Walker,Power Forward and Center,Right,240lb,9,1,12,1,16652046,10,1665204.6,1987
4316,walljo01,"September 6, 1990","Raleigh, North Carolina",9.2,43.3,32.4,78.1,573,19.4,19.0,4.3,44.3,46.2,University of Kentucky,1st overall,1st round,Washington Wizards,2010,6-4,"Word of God Academy in Raleigh, North Carolina",John Wall,Point Guard,Right,210lb,1,1,51,3,93471083,8,11683885.375,1988
4317,wallabe01,"September 10, 1974","White Hall, Alabama",1.3,47.4,13.7,41.4,1088,15.5,5.7,9.6,93.5,47.5,Virginia Union University,,,,,6-9,"Central in Hayneville, Alabama",Ben Wallace,Power Forward and Center,Right,240lb,0,0,-1,1,91522777,16,5720173.5625,1989
4318,wallage01,"July 23, 1982","Sylacauga, Alabama",2.1,46.9,31.2,70.9,832,16.3,11.9,5.8,59.7,49.6,University of Alabama,25th overall,1st round,Sacramento Kings,2001,6-7,"Childersburg in Childersburg, Alabama",Gerald Wallace,Small Forward and Power Forward,Right,215lb,25,1,4,6,107184518,15,7145634.533333333,1990
4319,wallajo01,"February 9, 1974","Rochester, New York",0.7,46.2,30.0,74.0,381,14.0,7.6,2.8,6.4,46.5,Syracuse University,18th overall,1st round,New York Knicks,1996,6-8,"Greece Athena in Rochester, New York",John Wallace,Small Forward,Right,225lb,18,1,11,9,10791664,7,1541666.2857142857,1991
4320,wallara01,"September 17, 1974","Philadelphia, Pennsylvania",1.8,46.7,33.6,72.1,1109,17.0,14.4,6.7,105.1,50.7,University of North Carolina,4th overall,1st round,Washington Bullets,1995,6-10,"Simon Gratz in Philadelphia, Pennsylvania",Rasheed Wallace,Center and Power Forward,Right,225lb,4,1,36,11,164813086,17,9694887.411764706,1992
4325,princta02,"March 22, 1994","San Marcos, Texas",2.0,42.7,38.0,82.3,196,12.0,11.4,3.8,4.6,51.6,Baylor University,12th overall,1st round,Utah Jazz,2016,6-8,"Earl Warren in San Antonio, Texas",Taurean Prince,Small Forward,Right,220lb,12,1,28,9,4941809,2,2470904.5,1993
4328,waltere01,"March 12, 1970","Omaha, Nebraska",1.7,44.1,36.1,80.9,335,11.2,4.6,1.2,6.3,51.4,"Northwestern University, University of Kansas",16th overall,1st round,New Jersey Nets,1993,6-4,"Independence in San Jose, California",Rex Walters,Point Guard and Shooting Guard,Left,190lb,16,1,16,14,8821232,8,1102654.0,1994
4331,waltobi01,"November 5, 1952","La Mesa, California",3.4,52.1,0.0,66.0,468,20.0,13.3,10.5,39.3,52.1,"University of California, Los Angeles",1st overall,1st round,Portland Trail Blazers,1974,6-11,"Helix in La Mesa, California",Bill Walton,Center,Right,210lb,1,1,0,2,2736276,4,684069.0,1995
4334,waltolu01,"March 28, 1980","San Diego, California",2.3,42.9,32.6,71.5,564,11.7,4.7,2.8,13.5,46.6,University of Arizona,32nd overall,2nd round,Los Angeles Lakers,2003,6-8,"University in San Diego, California",Luke Walton,Power Forward and Small Forward,Right,235lb,32,2,6,10,35340542,10,3534054.2,1996
4338,wardch01,"October 12, 1970","Thomasville, Georgia",4.0,40.8,36.4,77.1,630,13.8,6.3,2.6,33.0,50.2,Florida State University,26th overall,1st round,New York Knicks,1994,6-2,"Thomasville Central in Thomasville, Georgia",Charlie Ward,Point Guard,Right,190lb,26,1,11,3,35754537,12,2979544.75,1997
4349,warretj01,"September 5, 1993","Durham, North Carolina",1.1,49.7,34.0,76.6,261,16.2,14.4,4.1,13.0,52.2,North Carolina State University,14th overall,1st round,Phoenix Suns,2014,6-8,"Brewster Academy in Wolfeboro, New Hampshire",T.J. Warren,Small Forward,Right,215lb,14,1,14,9,9669273,4,2417318.25,1998
4350,warrewi01,"October 22, 1989","Dallas, Texas",1.4,37.1,33.3,75.0,19,10.8,1.9,0.6,0.2,44.3,University of Oklahoma,54th overall,2nd round,Los Angeles Clippers,2010,6-4,"North Crowley in Fort Worth, Texas",Willie Warren,Point Guard,Right,203lb,5,2,21,3,521195,1,521195.0,1999
4351,warribr01,"July 22, 1959","Moses Lake, Washington",2.6,44.3,20.8,74.7,169,9.0,4.0,1.3,1.6,44.7,Saint Joseph's University,25th overall,2nd round,Washington Bullets,1982,6-5,"Township in Burlington, New Jersey",Bryan Warrick,Point Guard,Right,195lb,25,2,36,3,114663,1,114663.0,2000
4352,warriha01,"July 8, 1982","Philadelphia, Pennsylvania",0.8,49.0,19.1,72.6,526,15.5,9.4,4.0,20.4,49.3,Syracuse University,19th overall,1st round,Memphis Grizzlies,2005,6-9,"Friends Central in Wynnewood, Pennsylvania",Hakim Warrick,Power Forward,Right,219lb,19,1,17,0,22127820,8,2765977.5,2001
4353,washbch01,"May 13, 1965","Hickory, North Carolina",0.3,41.2,0.0,43.9,72,7.6,3.1,2.4,-0.6,41.2,North Carolina State University,3rd overall,1st round,Golden State Warriors,1986,6-11,"Laurinburg Institute in Laurinburg, North Carolina",Chris Washburn,Center,Right,225lb,3,1,26,2,1310493,2,655246.5,2002
4356,washida01,"December 6, 1985","Winter Park, Florida",0.8,43.8,33.3,53.8,18,9.0,2.9,1.1,0.0,47.9,University of Memphis,,,,,6-2,"Edgewater in Orlando, Florida",Darius Washington,Shooting Guard,Right,195lb,0,0,-1,4,161411,1,161411.0,2003
4358,washidu01,"August 31, 1964","Eschwege, Germany",2.1,38.3,50.0,80.0,19,13.4,2.8,1.3,0.4,40.4,Middle Tennessee State University,36th overall,2nd round,Washington Bullets,1987,6-4,"Parkview in Little Rock, Arkansas",Duane Washington,Shooting Guard,Right,195lb,36,2,36,4,78179,1,78179.0,2004
4359,washier01,"March 23, 1974","Pearl, Mississippi",1.0,40.2,34.6,75.7,104,9.5,6.9,2.1,0.1,46.1,University of Alabama,46th overall,2nd round,Orlando Magic,1997,6-4,"Pearl in Pearl, Mississippi",Eric Washington,Shooting Guard,Right,190lb,46,2,25,4,1367616,3,455872.0,2005
4362,washipe01,"January 6, 1964","Brooklyn, New York",3.8,45.2,18.4,74.6,194,12.4,8.6,1.9,1.9,45.8,Syracuse University,13th overall,1st round,New Jersey Nets,1986,6-2,"Boys and Girls in Brooklyn, New York",Pearl Washington,Point Guard,Right,190lb,13,1,16,3,672342,2,336171.0,2006
4370,watsocj01,"April 17, 1984","Las Vegas, Nevada",2.5,41.9,37.3,81.2,600,13.1,7.2,1.9,24.1,48.4,University of Tennessee,,,,,6-2,"Bishop Gorman in Las Vegas, Nevada",C.J. Watson,Point Guard,Right,175lb,0,0,-1,3,23759791,10,2375979.1,2007
4371,watsoea01,"June 12, 1979","Kansas City, Kansas",4.4,41.1,32.4,70.3,878,12.1,6.4,2.3,19.2,46.0,"University of California, Los Angeles",40th overall,2nd round,Seattle SuperSonics,2001,6-1,"Washington in Kansas City, Kansas",Earl Watson,Point Guard,Right,195lb,40,2,32,3,44584193,14,3184585.214285714,2008
4372,watsoja01,"February 23, 1972","Elm City, North Carolina",1.1,46.8,31.6,69.4,102,9.2,3.2,1.5,1.2,49.1,University of South Carolina,47th overall,2nd round,Utah Jazz,1994,6-7,"Wilson Fike in Wilson, North Carolina",Jamie Watson,Small Forward,Right,190lb,47,2,28,9,2501737,4,625434.25,2009
4376,waynsma01,"May 2, 1991","Philadelphia, Pennsylvania",1.0,30.0,22.6,89.5,29,5.7,2.7,0.3,-0.3,33.9,Villanova University,,,,,6-2,"Roman Catholic in Philadelphia, Pennsylvania",Maalik Wayns,Point Guard,Right,200lb,0,0,-1,3,226512,1,226512.0,2010
4378,weartr01,"September 21, 1990","Long Beach, California",0.7,38.8,36.4,82.4,68,8.1,4.0,2.1,-0.1,43.8,"University of North Carolina, University of California, Los Angeles",,,,,6-10,"Mater Dei in Santa Ana, California",Travis Wear,Small Forward,Right,230lb,0,0,-1,9,838052,2,419026.0,2011
4379,weathcl01,"September 8, 1970","Crawford, Mississippi",1.5,47.1,19.6,74.3,915,15.6,11.5,7.5,58.4,47.2,University of Southern Mississippi,9th overall,1st round,Philadelphia 76ers,1992,6-6,"Motley in Columbus, Mississippi",Clarence Weatherspoon,Small Forward and Power Forward,Right,240lb,9,1,31,6,38769655,10,3876965.5,2012
4381,weaveky01,"February 18, 1986","Janesville, Wisconsin",1.6,44.1,35.3,73.6,73,10.3,5.0,2.2,1.5,51.0,Washington State University,38th overall,2nd round,Charlotte Bobcats,2008,6-6,"Beloit Memorial in Beloit, Wisconsin",Kyle Weaver,Shooting Guard,Right,201lb,38,2,20,4,1748527,2,874263.5,2013
4384,webbma01,"May 9, 1970","Montgomery, Alabama",0.2,52.0,0.0,61.9,9,20.1,4.3,1.1,0.1,52.0,University of Alabama,,,,,6-9,"Sidney Lanier in Montgomery, Alabama",Marcus Webb,Power Forward,Right,255lb,0,0,-1,0,145934,1,145934.0,2014
4385,webbsp01,"July 13, 1963","Dallas, Texas",5.3,45.2,31.4,84.8,814,15.1,9.9,2.1,40.2,47.7,"Midland College, North Carolina State University",87th overall,4th round,Detroit Pistons,1985,5-6,"Wilmer-Hutchins in Dallas, Texas",Spud Webb,Point Guard,Right,133lb,8,4,10,3,8751497,9,972388.5555555555,2015
4386,webbech01,"March 1, 1973","Detroit, Michigan",4.2,47.9,29.9,64.9,831,20.9,20.7,9.8,84.7,48.7,University of Michigan,1st overall,1st round,Orlando Magic,1993,6-9,"Detroit Country Day School in Beverly Hills, Michigan",Chris Webber,Center and Power Forward,Right,245lb,1,1,25,11,185786120,17,10928595.294117646,2016
4391,webstma02,"December 4, 1986","Edmonds, Washington",1.0,41.8,38.2,79.1,580,11.7,8.7,3.1,24.7,51.5,,6th overall,1st round,Portland Trail Blazers,2005,6-7,"Seattle Preparatory School in Seattle, Washington",Martell Webster,Small Forward,Right,230lb,6,1,0,9,48492117,14,3463722.6428571427,2017
4392,webstma01,"April 13, 1952","Baltimore, Maryland",1.2,48.8,28.6,62.1,617,13.8,7.0,6.8,29.4,48.8,Morgan State University,3rd overall,1st round,Atlanta Hawks,1975,7-1,"Edmondson in Baltimore, Maryland",Marvin Webster,Center,Right,225lb,3,1,34,2,938152,2,469076.0,2018
4393,wedmasc01,"July 29, 1952","Harper, Kansas",2.0,48.1,33.5,79.4,906,14.2,13.2,4.8,53.7,48.5,University of Colorado,6th overall,1st round,Kansas City-Omaha Kings,1974,6-7,"Mullen in Denver, Colorado",Scott Wedman,Small Forward,Right,215lb,6,1,50,9,833912,2,416956.0,2019
4394,weemsso01,"July 8, 1986","West Memphis, Arkansas",1.4,46.5,28.3,70.2,183,10.1,6.5,2.2,0.0,48.0,University of Arkansas,39th overall,2nd round,Chicago Bulls,2008,6-6,"West Memphis in West Memphis, Arkansas",Sonny Weems,Shooting Guard and Small Forward,Right,205lb,39,2,23,12,5037794,4,1259448.5,2020
4399,wellsbo01,"September 28, 1976","Muncie, Indiana",2.1,46.0,32.7,69.7,591,16.1,12.1,4.6,29.4,47.9,Ball State University,11th overall,1st round,Detroit Pistons,1998,6-5,"Muncie Central in Muncie, Indiana",Bonzi Wells,Small Forward and Shooting Guard,Right,210lb,11,1,10,16,41158399,10,4115839.9,2021
4400,wellsbu01,"July 26, 1974","Russellville, Kentucky",0.9,41.4,16.7,72.1,39,11.1,3.3,1.7,0.1,41.8,Austin Peay State University,34th overall,2nd round,Dallas Mavericks,1997,6-5,"Russellville in Russellville, Kentucky",Bubba Wells,Shooting Guard,Right,230lb,34,2,12,4,596247,2,298123.5,2022
4403,welpch01,"January 2, 1964","Delmenhorst, Germany",0.4,44.6,0.0,68.1,109,8.7,3.3,2.4,1.0,44.6,University of Washington,16th overall,1st round,Philadelphia 76ers,1987,7-0,"Olympic in Silverdale, Washington",Chris Welp,Center,Left,245lb,16,1,31,2,547254,2,273627.0,2023
4404,welscji01,"January 27, 1980","Pardubice, Czech Republic",1.5,40.3,34.3,75.2,247,11.2,6.1,2.4,5.7,44.9,,16th overall,1st round,Philadelphia 76ers,2002,6-7,,Jiri Welsch,Small Forward and Shooting Guard,Right,208lb,16,1,31,16,6418037,4,1604509.25,2024
4406,wennibi01,"April 26, 1963","Montreal, Canada",0.6,45.9,13.9,78.7,720,10.9,4.6,3.0,17.7,46.0,St. John's University,16th overall,1st round,Dallas Mavericks,1985,7-0,"Long Island Lutheran in Brookville, New York",Bill Wennington,Center,Right,245lb,16,1,12,2,8234886,11,748626.0,2025
4408,werdaro01,"September 12, 1970","Sunnyside, New York",0.2,37.8,0.0,57.4,47,9.8,2.1,1.7,0.1,37.8,St. John's University,46th overall,2nd round,Denver Nuggets,1992,6-11,"Archbishop Molloy in Jamaica, New York",Robert Werdann,Center,Right,250lb,46,2,3,2,827104,5,165420.8,2026
4410,wesleda01,"November 14, 1970","San Antonio, Texas",4.4,42.4,36.8,78.6,949,14.2,12.5,2.5,61.3,48.0,Baylor University,,,,,6-0,"Longview in Longview, Texas",David Wesley,Shooting Guard and Point Guard,Right,190lb,0,0,-1,13,34122670,15,2274844.6666666665,2027
4412,westda01,"August 29, 1980","Teaneck, New Jersey",2.2,49.5,26.5,81.7,1034,18.6,13.6,6.4,85.9,49.8,Xavier University,18th overall,1st round,New Orleans Hornets,2003,6-9,"Garner in Garner, North Carolina",David West,Small Forward and Center and Power Forward,Right,250lb,18,1,22,24,96098525,15,6406568.333333333,2028
4413,westde01,"July 26, 1983","Washington, District of Columbia",3.6,44.8,37.2,82.6,432,13.9,9.7,2.9,24.5,50.1,Saint Joseph's University,24th overall,1st round,Boston Celtics,2004,6-4,"Eleanor Roosevelt in Greenbelt, Maryland",Delonte West,Point Guard and Shooting Guard,Left,180lb,24,1,19,14,16920649,9,1880072.111111111,2029
4414,westdo01,"May 27, 1967","Altoona, Pennsylvania",1.9,48.1,19.1,80.1,676,11.5,9.6,2.5,17.7,48.4,Villanova University,38th overall,2nd round,Minnesota Timberwolves,1989,6-6,"Altoona Area in Altoona, Pennsylvania",Doug West,Shooting Guard,Right,200lb,38,2,30,4,21728641,11,1975331.0,2030
4416,westma02,"June 19, 1984","Huntsville, Alabama",0.3,44.8,20.0,56.3,162,9.4,1.0,0.9,1.4,45.6,Georgia Institute of Technology,,,,,6-5,"Douglas County in Douglasville, Georgia",Mario West,Shooting Guard,Right,210lb,0,0,-1,4,1652626,3,550875.3333333334,2031
4417,westma01,"November 5, 1960","Petersburg, Virginia",0.4,58.0,0.0,56.8,1090,12.0,5.7,4.9,41.9,58.0,Old Dominion University,30th overall,2nd round,Dallas Mavericks,1983,6-10,"Petersburg in Petersburg, Virginia",Mark West,Center,Right,230lb,30,2,12,2,12617097,14,901221.2142857143,2032
4420,westbru01,"November 12, 1988","Long Beach, California",8.4,43.4,30.8,80.1,821,23.7,23.0,7.0,96.9,46.5,"University of California, Los Angeles",4th overall,1st round,Seattle SuperSonics,2008,6-3,"Leuzinger in Lawndale, California",Russell Westbrook,Point Guard,Right,200lb,4,1,32,3,137852180,10,13785218.0,2033
4424,whatlen01,"August 11, 1962","Birmingham, Alabama",4.6,46.8,9.7,75.5,385,13.0,5.6,1.8,9.6,46.9,University of Alabama,13th overall,1st round,Kansas City Kings,1983,6-3,"Phillips in Birmingham, Alabama",Ennis Whatley,Point Guard,Right,177lb,13,1,56,3,708824,4,177206.0,2034
4425,wheatde01,"October 14, 1973","Louisville, Kentucky",1.6,38.3,39.0,70.0,80,12.9,3.3,0.7,0.5,44.4,University of Louisville,51st overall,2nd round,Los Angeles Lakers,1997,6-0,"Ballard in Louisville, Kentucky",DeJuan Wheat,Point Guard,Right,165lb,5,2,6,3,1117441,4,279360.25,2035
4426,wheelcl01,"October 27, 1959","Neptune, New Jersey",1.8,48.9,0.0,74.1,87,12.3,2.9,0.8,1.1,48.9,William Paterson University,150th overall,7th round,Kansas City Kings,1981,6-1,"Long Branch in Long Branch, New Jersey",Clinton Wheeler,Point Guard,Right,185lb,15,7,56,3,208478,2,104239.0,2036
4430,whitedj01,"August 31, 1986","Tuscaloosa, Alabama",0.6,50.7,33.3,72.0,138,14.5,5.9,3.2,3.8,50.7,Indiana University,29th overall,1st round,Detroit Pistons,2008,6-9,"Hillcrest in Tuscaloosa, Alabama",D.J. White,Power Forward and Center,Right,251lb,29,1,10,1,5607787,5,1121557.4,2037
4431,whitede01,"July 2, 1994","Parker, Colorado",3.2,47.9,36.1,76.2,84,14.9,8.5,3.3,4.1,52.8,University of Colorado,29th overall,1st round,San Antonio Spurs,2017,6-4,"Legend in Parker, Colorado",Derrick White,Point Guard,Right,190lb,29,1,24,3,1464142,1,1464142.0,2038
4432,whiteer01,"December 30, 1965","San Francisco, California",0.5,52.5,100.0,79.8,55,12.5,6.1,2.4,1.3,52.7,Pepperdine University,65th overall,3rd round,Detroit Pistons,1987,6-8,"Sacred Heart in San Francisco, California",Eric White,Small Forward,Right,200lb,6,3,10,9,78179,1,78179.0,2039
4435,whiteja01,"February 19, 1976","St. Louis, Missouri",0.2,51.0,0.0,53.4,334,14.2,5.9,5.8,10.4,51.0,Georgetown University,43rd overall,2nd round,Washington Wizards,1998,6-9,"Cardinal Ritter in St. Louis, Missouri",Jahidi White,Power Forward and Center,Right,290lb,43,2,51,1,26546244,6,4424374.0,2040
4436,whiteja02,"October 21, 1982","Washington, District of Columbia",0.5,43.8,34.0,67.6,67,9.9,2.7,1.0,0.8,49.1,"University of Florida, University of Cincinnati",31st overall,2nd round,Portland Trail Blazers,2006,6-7,"Hargrave Military Academy in Chatham, Virginia",James White,Small Forward and Shooting Guard,Right,200lb,31,2,0,16,1743441,3,581147.0,2041
4438,whiteok01,"August 13, 1992","Clearwater, Florida",0.5,38.1,34.0,88.0,44,7.6,2.7,2.2,0.8,45.7,Florida State University,,,,,6-8,"Clearwater in Clearwater, Florida",Okaro White,Power Forward,Right,205lb,0,0,-1,0,1875033,3,625011.0,2042
4439,whitera01,"November 4, 1967","Shreveport, Louisiana",0.6,40.1,19.3,70.7,281,11.0,7.4,4.9,1.9,40.8,Louisiana Tech University,8th overall,1st round,Dallas Mavericks,1989,6-8,"Huntington in Shreveport, Louisiana",Randy White,Power Forward,Right,240lb,8,1,12,0,3582696,4,895674.0,2043
4440,whitero02,"June 28, 1980","Philadelphia, Pennsylvania",1.1,42.4,31.4,74.9,218,12.3,7.1,2.2,1.8,45.5,University of North Carolina at Charlotte,9th overall,1st round,Detroit Pistons,2001,6-9,"Newport School in Silver Spring, Maryland",Rodney White,Small Forward and Shooting Guard,Right,238lb,9,1,10,16,7567264,4,1891816.0,2044
4441,whitero01,"August 16, 1959","Tuskegee, Alabama",0.7,50.6,7.7,68.1,324,12.4,7.4,2.3,6.5,50.6,University of South Alabama,86th overall,4th round,Phoenix Suns,1982,6-8,"Tuskegee in Tuskegee, Alabama",Rory White,Small Forward and Power Forward,Right,210lb,8,4,14,6,72967,1,72967.0,2045
4444,whiteto01,"February 15, 1965","Charlotte, North Carolina",1.2,44.6,0.0,72.2,49,9.4,5.3,0.6,-0.3,44.6,University of Tennessee,33rd overall,2nd round,Chicago Bulls,1987,6-2,"Independence in Charlotte, North Carolina",Tony White,Point Guard,Right,170lb,33,2,23,3,78179,1,78179.0,2046
4445,whitewi01,"August 20, 1962","Memphis, Tennessee",1.0,43.2,31.3,74.1,82,13.2,3.7,1.0,0.3,44.9,University of Tennessee at Chattanooga,42nd overall,2nd round,Denver Nuggets,1984,6-3,"Carver in Memphis, Tennessee",Willie White,Shooting Guard,Right,195lb,42,2,3,4,88603,1,88603.0,2047
